Timestamp,Name,CPU,Memory
2024-10-31 11:21:32,samdul-load_balancer-1,0.39%,0.74%
2024-10-31 11:21:32,samdul-blog-1,0.00%,87.58%
2024-10-31 11:21:44,samdul-load_balancer-1,0.26%,0.74%
2024-10-31 11:21:44,samdul-blog-1,0.01%,87.58%
2024-10-31 11:21:57,samdul-load_balancer-1,0.24%,0.74%
2024-10-31 11:21:57,samdul-blog-1,0.00%,87.58%
